UUID,Subject,Class,Teacher
0c81c9f3-33af-456a-8c18-844f0072a94b,4b8228ad-6a99-41df-9997-68e52156d8b7,a0e26b12-f254-489b-8e47-3c339bcf06f2,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
6da7a437-3dca-4c9a-b9ba-56b86d01636a,530bbcdd-4e9f-439e-b077-af9680d3a084,4d99090b-24d4-4473-82c4-c25252816a84,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
2168ad31-78a9-408a-9946-1410e1738747,4b8228ad-6a99-41df-9997-68e52156d8b7,3e39ae18-c272-44e5-b312-dae852a908b1,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
c50b2df8-8233-4766-958d-bff397ad5430,530bbcdd-4e9f-439e-b077-af9680d3a084,b918e3e4-4de0-4ffd-8af4-36ae6f701f61,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
3cf2e3f8-76d8-45f0-8ea3-35f7c2fb3f6f,527b7d9e-e276-4166-8407-d1aa633a990e,7ff14c03-dede-4880-925b-731f5cae488f,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
d77ded37-c8c6-4576-9bb0-0a78ad7c5b06,4b8228ad-6a99-41df-9997-68e52156d8b7,a0e26b12-f254-489b-8e47-3c339bcf06f2,4bfcc467-dd39-4b9c-92d9-c5c2da4227d9
d0934c0b-ad77-4682-a868-ea0c60b9ac44,52d359b7-06ed-438c-8792-ac7322137933,1e710cb1-94c5-4c0a-aa31-5817d889202e,d6381b1d-ee76-463a-8762-8b4cea50301c
def35ae2-6a28-4799-9d37-b648bf3b9b3f,5e72a225-dd32-4762-ab48-cd9a36e3f108,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,d6381b1d-ee76-463a-8762-8b4cea50301c
04df7c87-3655-4f82-aa2d-6d246938c3e2,5e72a225-dd32-4762-ab48-cd9a36e3f108,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,d6381b1d-ee76-463a-8762-8b4cea50301c
682a25a4-9b78-4236-af5e-7e0b704ab8e7,52d359b7-06ed-438c-8792-ac7322137933,62de9512-3f26-43e2-96bb-73d53aa15e46,d6381b1d-ee76-463a-8762-8b4cea50301c
33a99405-df18-4a08-8e3f-5a2669791897,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,1e710cb1-94c5-4c0a-aa31-5817d889202e,78c3e379-8273-4453-960b-a4850d9892d0
c4e3bf31-27fb-4905-8090-7e17afc7b2b0,35fc87a1-460b-477c-b569-dd3c45db5e93,4d99090b-24d4-4473-82c4-c25252816a84,78c3e379-8273-4453-960b-a4850d9892d0
d967897a-f339-47ca-add6-5075f2f9a434,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,7ff14c03-dede-4880-925b-731f5cae488f,78c3e379-8273-4453-960b-a4850d9892d0
130e27d4-a102-4fee-af00-d7cb6f3faca0,1eedf7d0-5078-4ec5-9f3d-e02775f3aad3,45b78958-78e7-4a7a-8402-043f9c377000,78c3e379-8273-4453-960b-a4850d9892d0
fad61455-b706-4461-8018-9d51d2266a58,d45914a1-8be7-42f9-a534-d86cc3c5b6f4,d294b058-e77b-4ea7-81e6-30792b05d129,78c3e379-8273-4453-960b-a4850d9892d0
04983ee8-03eb-40ba-9dc3-dcb4b7b1c4a7,d45914a1-8be7-42f9-a534-d86cc3c5b6f4,6e6a7af0-f45c-4596-ab04-9565715c7b99,78c3e379-8273-4453-960b-a4850d9892d0
97edefe0-2b9b-4e3d-a6ca-38672783e541,35fc87a1-460b-477c-b569-dd3c45db5e93,10d0f373-bf47-4a27-b17a-133782eca72e,78c3e379-8273-4453-960b-a4850d9892d0
99db9142-47fd-4950-9ae0-35e70e66a777,35fc87a1-460b-477c-b569-dd3c45db5e93,4d99090b-24d4-4473-82c4-c25252816a84,78c3e379-8273-4453-960b-a4850d9892d0
ec57ab86-4ee3-4f7f-8e69-cd146e0e3581,35fc87a1-460b-477c-b569-dd3c45db5e93,3d386197-f64c-4224-b49b-6b86f8e60790,78c3e379-8273-4453-960b-a4850d9892d0
df1ca742-a3da-4319-b475-06ce8cbfb11d,c046ff62-7965-45da-819c-f0afe0d94fd2,4d99090b-24d4-4473-82c4-c25252816a84,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
b4e89b89-0569-4362-a848-b5cf102bbf90,69b42b52-2b61-4198-83ae-5bde563bbe8f,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
1bd5d5e4-b33a-4822-91ce-d58b6ae6fb87,767cad33-7f66-47ed-b988-2a5b4a6d215c,45b78958-78e7-4a7a-8402-043f9c377000,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
e5b5e894-49d7-41a2-a49c-cc70309b1812,767cad33-7f66-47ed-b988-2a5b4a6d215c,45b78958-78e7-4a7a-8402-043f9c377000,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
60f015b0-6a9f-4d2f-bfc5-eb11fe71cdb1,69b42b52-2b61-4198-83ae-5bde563bbe8f,188712d1-fd0c-4158-bdeb-7a7bbc40dfe4,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
d209b4ca-3a12-4bab-8a01-9c421c011130,c046ff62-7965-45da-819c-f0afe0d94fd2,10d0f373-bf47-4a27-b17a-133782eca72e,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
14c10190-f8a1-4d44-aa7a-e7722f72947b,c046ff62-7965-45da-819c-f0afe0d94fd2,4af3d3c6-6374-455e-9b88-f7ccbabe0caa,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
b80d8928-ac13-4f80-9bda-07f96e5a2b34,69b42b52-2b61-4198-83ae-5bde563bbe8f,1db1edc4-a44d-491d-8df1-f75c40a983c2,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
bde925bc-107d-4834-a8f4-b1bd92b38c06,69b42b52-2b61-4198-83ae-5bde563bbe8f,3e39ae18-c272-44e5-b312-dae852a908b1,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
9b089f0b-8cf2-4d62-b7e2-9de4ffbdb962,69b42b52-2b61-4198-83ae-5bde563bbe8f,d294b058-e77b-4ea7-81e6-30792b05d129,60d2a1ff-02bb-4af8-a5c3-fd1da35a012f
6ba05c96-a657-46d3-ba10-913a64ba28b9,47b29aee-482c-43e6-a186-762cc99a5319,b918e3e4-4de0-4ffd-8af4-36ae6f701f61,b585c3f9-0e42-4432-bd03-e3f810f2c79f
a5339b93-ea7a-430c-8e72-63b2fa9835dc,47b29aee-482c-43e6-a186-762cc99a5319,3d386197-f64c-4224-b49b-6b86f8e60790,b585c3f9-0e42-4432-bd03-e3f810f2c79f
1d0216bb-1f44-4d7a-9a24-8e53293ff510,ad1824cf-0637-490a-8586-d77b0163cce7,62de9512-3f26-43e2-96bb-73d53aa15e46,b585c3f9-0e42-4432-bd03-e3f810f2c79f
75cd2ba3-edfa-4773-b35b-a87e860e7b96,47b29aee-482c-43e6-a186-762cc99a5319,10d0f373-bf47-4a27-b17a-133782eca72e,b585c3f9-0e42-4432-bd03-e3f810f2c79f
e65fb7ce-aa76-4720-a984-d5570a28136f,9fe53550-dee4-4a7d-af46-bdec397c6732,c2824efa-6427-4e9c-a7ed-587434ed3088,b585c3f9-0e42-4432-bd03-e3f810f2c79f
8cee09d0-2f4f-4e00-b603-e0c9c1c7a30c,47b29aee-482c-43e6-a186-762cc99a5319,f42fc6ed-d6d1-4748-89ce-2e895988a9f4,b585c3f9-0e42-4432-bd03-e3f810f2c79f
49b24d7c-8469-4c78-af84-d65d1490c0af,ad1824cf-0637-490a-8586-d77b0163cce7,b43f4cfd-012e-47ed-a90a-6446f96bb0f8,b585c3f9-0e42-4432-bd03-e3f810f2c79f
effbc10a-59ba-421d-a265-dbcd9345415c,47b29aee-482c-43e6-a186-762cc99a5319,10d0f373-bf47-4a27-b17a-133782eca72e,b585c3f9-0e42-4432-bd03-e3f810f2c79f
