SubjectUUID, StudentUUID, Grade
324ae735-fab7-42ca-a479-1cde15be1bcd, 34c836c9-f42e-4e26-8566-b930d4c440eb, 8.5
324ae735-fab7-42ca-a479-1cde15be1bcd, af3ff7d0-a5e8-48fe-af2e-b4ef5a7ef09b, 4.7
324ae735-fab7-42ca-a479-1cde15be1bcd, 27e29647-bcc0-4d73-ac98-f94f999c5aed, 5.4
324ae735-fab7-42ca-a479-1cde15be1bcd, 925b6776-463b-46f8-a332-c5a41e6fc6b3, 7.1
324ae735-fab7-42ca-a479-1cde15be1bcd, 5ceef5b4-dbdb-4ffd-89cb-e1a103a56dd4, 2.7
324ae735-fab7-42ca-a479-1cde15be1bcd, 002652f4-64e7-47b0-88e8-e0856067d6cd, 2.5
324ae735-fab7-42ca-a479-1cde15be1bcd, 936c753b-f2c3-4257-a446-4e5318cfff6a, 9.1
324ae735-fab7-42ca-a479-1cde15be1bcd, 35136bf7-0c50-475d-8058-c56162c5ead6, 4.7
324ae735-fab7-42ca-a479-1cde15be1bcd, 01e67dc8-cf80-4570-bf93-79120bcec438, 7.8
324ae735-fab7-42ca-a479-1cde15be1bcd, cba1f48c-59d7-4a66-a28a-a799d0d08baa, 2.8
324ae735-fab7-42ca-a479-1cde15be1bcd, 84172506-784f-499e-8ebe-4c3f69fa77c8, 6.7
324ae735-fab7-42ca-a479-1cde15be1bcd, a89ec421-7012-4019-a84c-b846c8a7ec53, 8
324ae735-fab7-42ca-a479-1cde15be1bcd, 615b6bdd-ff70-478f-99b8-d794cd10db96, 5.6
324ae735-fab7-42ca-a479-1cde15be1bcd, c79aa816-7898-43a9-9a0e-69fd0e4b7bcd, 7
324ae735-fab7-42ca-a479-1cde15be1bcd, 60f41b68-460d-412d-a5ac-f7a3a9bb9724, 6.9
324ae735-fab7-42ca-a479-1cde15be1bcd, acb12eb8-4a90-4a58-8a8e-98f4dd36be72, 4.3
324ae735-fab7-42ca-a479-1cde15be1bcd, 02dfa34d-54a8-4b9d-bbdd-a6a1572b5ce6, 3.4
324ae735-fab7-42ca-a479-1cde15be1bcd, 715116eb-0bc3-4c98-b12e-acdd3244e820, 6.3
324ae735-fab7-42ca-a479-1cde15be1bcd, 587392c6-3490-42e1-b8eb-e69f4d7b123c, 4.6
324ae735-fab7-42ca-a479-1cde15be1bcd, aabb2161-28c9-4873-8612-ca7d19583cc1, 6.8
324ae735-fab7-42ca-a479-1cde15be1bcd, 182ec6b8-600a-4fef-a0ce-19606cb7b03e, 5.7
324ae735-fab7-42ca-a479-1cde15be1bcd, 5cb2e851-c257-4090-9a71-af2bb4f5d983, 7.3
324ae735-fab7-42ca-a479-1cde15be1bcd, 1ead1864-fa41-4123-849d-8f213f533855, 2.9
324ae735-fab7-42ca-a479-1cde15be1bcd, 846cb3b6-65ac-4fff-a9c9-e086c0f3e0b3, 6.2
324ae735-fab7-42ca-a479-1cde15be1bcd, 911e321e-be96-4688-8886-850961816a82, 2.6
324ae735-fab7-42ca-a479-1cde15be1bcd, 9b38647b-0d2c-4611-8822-cfcb3a750d16, 7.1
324ae735-fab7-42ca-a479-1cde15be1bcd, 31f939a4-fc73-46f9-a2d9-7fc271f45b33, 2.6
324ae735-fab7-42ca-a479-1cde15be1bcd, 2ca4142b-22d1-427d-906b-1a5c43955e62, 6.6
324ae735-fab7-42ca-a479-1cde15be1bcd, bd095575-369a-4ca0-a40b-b527b22b0724, 9.6
324ae735-fab7-42ca-a479-1cde15be1bcd, f1532529-c62f-4e53-9ea4-677324fc61a8, 5.2
324ae735-fab7-42ca-a479-1cde15be1bcd, f17fc8b1-0373-4dc7-a6c2-2f4bd5cf7ca3, 5.6
324ae735-fab7-42ca-a479-1cde15be1bcd, 93f2d2a1-41dc-4ff4-be8b-35437938b9db, 3.3
324ae735-fab7-42ca-a479-1cde15be1bcd, 92d10bd1-5d4d-4911-91f8-11eedaf38662, 5.9
324ae735-fab7-42ca-a479-1cde15be1bcd, 37fa86c4-9533-493f-9692-dc98a7bf3177, 7.2
324ae735-fab7-42ca-a479-1cde15be1bcd, eed5170b-70da-4f60-9f2b-57939c804fe9, 7.5
324ae735-fab7-42ca-a479-1cde15be1bcd, 8e4a2e46-23bf-4a25-a69e-ced9bcee122c, 6.3
324ae735-fab7-42ca-a479-1cde15be1bcd, fa4f1a4d-2853-475c-b870-b9b663206a25, 5.7
324ae735-fab7-42ca-a479-1cde15be1bcd, a3a76c84-ba83-448c-8a54-385f17f6cd4d, 8.1
324ae735-fab7-42ca-a479-1cde15be1bcd, fc964821-dea0-421f-96b5-00b20a2bf017, 2.4
324ae735-fab7-42ca-a479-1cde15be1bcd, 59101621-dea9-49a6-a0e4-4d76602e8aca, 9.4
324ae735-fab7-42ca-a479-1cde15be1bcd, 7edc2ed3-634b-46b2-b668-b9a1e14e89f9, 3.4
324ae735-fab7-42ca-a479-1cde15be1bcd, 67be164b-4b1a-4690-96fe-180cd41badc1, 2.6
324ae735-fab7-42ca-a479-1cde15be1bcd, beb0cb96-b573-4f8f-88f8-b1a26667b04d, 4
324ae735-fab7-42ca-a479-1cde15be1bcd, fcc2f245-4133-4916-b0bc-5f005257ab11, 4.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3bbd5986-3734-4b5e-ba51-a178ee8ed697, 9.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, aa03ed84-c79c-4ca3-b7b8-78349a75906c, 7.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 6f381805-82ac-4cc5-86b4-6c9339743b96, 7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, eec505a8-2d09-414e-a723-7a0795815612, 4.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 06482398-92ee-4234-b93e-f729f839c00f, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 0d9abe4b-1403-4b1a-bd4b-6c0f7c2b47f5, 7.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, bd989da7-79ce-474b-97d1-649fe67ac216, 3.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 58096390-b184-48dd-8305-56e3c192d59f, 6.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 28267fca-c24d-4d19-ae44-ddaecf43a4e1, 2.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a9474cb8-8974-4134-ae61-5fd473d2ba89, 5.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 898e5308-aa3d-4abf-a39c-7c08c7ed0ddf, 3.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a406c1c9-481c-4ba2-8f2b-fc312711e783, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3e397b3b-72ef-4004-8ea4-dd69181c0db1, 9.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 81f0f74c-e436-47bc-a989-20e14a47fd9a, 7.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5a3d9301-5018-40e1-b608-0f883fa4e4cf, 4.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, ad8705a1-2b67-4f33-8ba1-4fff4632602a, 3.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a2642dce-8bf5-4f4f-8793-9e2df9b5a340, 7.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 8f1b68cf-fce1-41ce-b81c-ab0ce5d9189c, 2.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, fff78523-b90f-41af-b193-acec82395adf, 2.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 1e918ab4-0add-4ca3-8ec8-cf53fbffd1b8, 2.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, ceedde22-7136-46eb-8ba8-7ff3f694db8a, 5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f2b67736-f893-4c3a-862f-e44d4707029d, 3.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, db4009d9-9e7e-469c-a126-353f4d2a3ca8, 9.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 8f5cd8bb-ad61-4c80-a673-31f6d78b1896, 6.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, aeee2322-f399-486a-8def-4ddfb1aa78a2, 7.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 07a26cf1-d9d8-4e99-b9aa-eb7392346f8e, 8.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f2460c52-6542-490d-9127-85add0c19170, 6.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 1189176c-5be2-4c1b-b0d0-5265b3efec42, 3.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f184cee7-6124-4298-8a2a-5c21e1ad5a22, 3.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, e991b3bf-4dfe-45da-b48f-d0f725b6e78a, 3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, df1c297b-84e0-4bbf-98d1-17b7cf49b40f, 3.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, ef10b7a2-ccce-4fe8-b960-1aa1d45aa20d, 2.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c2555550-374b-49a2-9854-bef9dbd05bed, 3.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 915faf67-0143-4a61-9e41-e49ccf720cb0, 6.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 4bd00fd8-ded6-4b20-87c2-48d922084a4e, 4.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, e4732e3f-58b6-4d5a-9474-ce528d02f7a4, 2.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 39598a74-76d9-4819-8f8e-f371a7e76e40, 7.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5b45a915-928a-402f-8e91-895c45dd36dd, 5.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 9b78e638-9b6e-497f-a9cb-88e3ac69de0a, 5.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f23e9be8-5d48-4cff-ac84-28de11d0b95e, 10
cff97a8b-7dc7-4bba-902a-907ce5ccc152, ada00efa-b51e-400c-8aa1-ab924b7667b7, 9.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 49bbb02e-dce4-4f50-9dbf-ec229156ea42, 7.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 08018eaa-b166-4d71-b485-12aceaf0d003, 8.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c3799584-703c-4b06-8128-c028132399c6, 8.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 4289c41a-8928-4794-8388-8064474b2035, 3.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5630acc0-e609-4bd3-8b90-329fefe30a78, 6.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 268bedca-a13e-41db-bf97-b1122fe44d34, 4.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, febf7c71-12a2-472b-ab25-c788c8c9e8a1, 6.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 7dbce414-2ded-44e9-9bdb-8b71774c1ecf, 3.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 8ca1a631-d76f-467f-a1d8-3501ad8c3179, 6.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 722c3d98-3dcd-4982-89ed-149a894ac405, 9.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, d4961608-ce2a-421c-b87d-84529aefe232, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, ca5ae241-94c2-41b1-996f-d51a7d2b1ca8, 7.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 9069e968-be36-4e59-83f4-6e9d6c48354f, 9.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, b1afb56f-1723-471d-a4df-5f4bfdc17fb9, 7.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a8d2a953-55ef-4c74-ae96-20a04521889d, 6.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 6b590738-1abf-41f8-bf3c-adac3cc92603, 5.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, d4051e49-485f-473a-80bf-017f81a17da1, 8.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 2e6be47e-57c7-46b3-8a9a-7235a629e448, 5.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5a66f580-afdb-47a3-8b83-27bcfea3a11c, 8.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5a9470d5-9962-4ee4-b04a-f726cfcc7f97, 8.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 949bd324-9590-4f33-b195-d8d6c80fc2f3, 8.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5e522339-ca90-4a59-a510-6ffa0a9f5499, 2.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a444d105-7817-4b24-9189-92d733cbb75a, 7.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 2ff62596-4004-47d1-b100-a49f02a3ff82, 2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 86e1b92a-4973-45f8-ab81-33d1f65094d7, 8.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 1856395c-55fe-4329-a18f-f86c87d4a118, 5.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 4253f89a-eaf9-4d7f-ade7-d30d3c199182, 3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3e68931e-a23c-4336-963d-ee510dd6ce19, 2.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, d3c7b858-2fd8-44d7-a6cf-637bb8c19bda, 9.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 32388d54-4a67-4749-b85c-ef5550637c27, 3.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 9cb40c08-9e82-451c-90ee-84f7b5c5375d, 9.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 0ff1a201-4c79-44ae-ba64-8080a7c24e70, 4.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c9714b9e-4d7e-4ce0-b6f6-733272927d71, 8.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 999833df-7582-4036-8641-9454172dd90a, 8.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 61566984-36e4-4f34-99f0-090637940f58, 5.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a3dd6a33-8b43-4879-8c9b-f9a1eba1683e, 2.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f73c370a-5212-4653-b62f-03daf0eea747, 9.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, be568463-7cab-485f-a8b1-6f0193e7ed57, 2.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 4845da68-cbe9-4496-947a-4ec13cfaed5d, 8.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 9fb7dc91-4965-484f-9159-88d0268a414a, 3.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c973782b-8954-43fc-9e16-6b4734c52203, 7.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 6b6de59c-af93-40fb-9143-dedfd25b86bd, 7.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 539797bd-758a-4e4a-a89c-fd1ffc90c993, 4.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 52de35c2-c087-47e0-a65c-0c5da77527e7, 9.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, db7a78a2-77e5-4779-8a0c-cb155e11905a, 10
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 0e159abe-0a7b-48d8-9311-76a0269face9, 3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f06e1d78-911c-475b-bb7f-13933b873248, 9.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, b8788efd-c5a1-4117-b411-cc645c2ca5e4, 6.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5bea0373-fc25-4fff-a8f8-4174da1ef056, 5.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 035edf8f-8919-47d2-afb1-51b1b7d2d8d7, 5.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, fe70c761-5a0b-42f5-b742-af0b1c113d9b, 7.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 04f67ac6-922a-42d8-ae83-ef0fe65243d0, 8.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 347ac7fc-963f-432b-b86c-65c257b986ef, 4.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, e94b936d-ce95-43c3-af61-5be174b6508c, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 0c995c70-e422-475f-b3cc-bd8af27d4725, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 41466d7f-ed19-4c8a-88ba-e636576e7afd, 4.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, d8fccf2b-61eb-4404-84e9-4dc78f8aa9db, 8.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, cc02a363-1324-4f27-a1c1-2572203a4f55, 5.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 0f954e1e-d7b3-4e24-8ed2-c34dac7d75e8, 2.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 2cbcf376-5146-4407-bf49-905fce4ceaf7, 8.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c77d3eaa-f768-41f8-acde-63e2003427c7, 9.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 15249ebe-9e31-4504-a98c-e297e6205afa, 3.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a1f5dac1-2ca2-457d-b663-01e5df6095c4, 2.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 850b303d-8121-4916-94ea-aeae5b4159d5, 3.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c8f84c22-803a-4b1e-8af1-be8da368e507, 7.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, ebce55c0-9f20-4e93-bd2f-ea13ec4c482e, 4.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 9394274f-ceb5-4d0b-aec3-020e4c4c3766, 6.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 772cba23-6aa2-4eb1-b601-dcef89c3ab78, 8.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, b37d0e7f-fe78-4634-a283-3cb7eb6dc919, 9.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, fdb81405-0bb7-4a47-9259-9095322b5370, 3.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 1e81a8a5-1574-4385-a407-4cd7dd13491c, 3.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 87314b4f-8f92-453d-84db-63d2a25ce7aa, 6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 19574b37-51bc-4510-a6be-d7e6a9c485b8, 4.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 6757190b-31a2-4987-aabd-39c6a46d41fe, 4.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 98c783d6-947f-4f3c-8f72-681656d44a85, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3b33ae92-05a1-4879-b52c-910f5256a285, 8.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 2b23e4f6-d269-4167-89da-1b32ca526270, 5.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 14ac57ca-3829-46a1-9e63-38788b3e792e, 6.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 7761acd3-7df8-4624-bc73-44f8fd54c3c6, 7.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 6d15bfc7-fae8-47e9-b094-0b3e41c243ee, 5.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, af2aed6d-909c-4d72-bb50-b14c314e6233, 4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 34b06e1e-a9a3-4762-9466-ed85eac2b6be, 3.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 98682238-e941-4930-a79f-25b92e734a7e, 4.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 79dfc8b0-119a-4177-8371-1c3158b0a663, 3.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 31dbe817-9e44-4d32-9036-f796dfba3c5f, 4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, b9c70b46-9f3a-46bb-82da-7773cc71e12d, 9.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 786ed492-7931-42ba-87cd-fa16575546fc, 7.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, d5c86bb4-9f85-47d3-8a01-92c750b0252c, 7.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 35891a47-9e6d-43fb-85d7-e7ebdd0f6ce0, 7.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 91e3367c-5221-48f4-a3f3-25d70500f1b4, 8.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, eb6fff8c-0159-4e66-9d42-73ebe4617214, 2.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 30379bef-0123-4519-b555-b6bbd9b62065, 3.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, cbf6e352-ecbe-431d-a070-9ad6a2723875, 7.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, b445a860-2aca-4460-9cdc-9edadb8bcfac, 8.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 47035b13-e541-422a-96ae-a1b7ae531a2c, 2.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 599f6618-2ba9-4b7a-a625-9f5d4e89c3bd, 3.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 2eb7c757-a403-47b3-8858-691b4fd9e6a6, 4.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 43b777cf-a12f-40ef-a982-085a666ea19d, 9.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 67f8fe62-6700-4c79-8f47-5a12dcad095a, 9.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, ababbb36-06da-4789-8280-6951a045a5c0, 5.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 588253df-ee10-4b82-bc4c-eb2004e28fb4, 4.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 1db9aa85-abc1-4a4f-920f-e4b02b272402, 8.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c1b7e491-304e-4a79-9db0-efb2b0014ede, 5.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3a38ddf4-e8a7-4365-b0e4-bd5061bfdb36, 2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, cccde22e-5821-44b3-ab55-4be184db4f8e, 9.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 5d248f4d-8c98-4df7-956c-08da927bce1b, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 0e0514bf-220f-451b-b73a-ae4a809b2ed8, 4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 008e88c7-f2c6-4195-9c3e-e800f523d508, 8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 61c3368f-1fd6-4cfc-b760-6bb2e9a2ada0, 7.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 42452efe-608c-478c-aca5-208418128542, 8.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, be23ca88-f63c-4a95-b703-f2f98638d965, 7.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, cc09314e-6135-4216-a3fc-51856e069670, 2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, e45f930c-5c18-47e5-b169-ba2a0fee850c, 5.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 05c0bc50-49b2-40cc-86e4-94ea05e3b49e, 5.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 617e7d30-e848-4696-bb6c-4fe8a9488d30, 4.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f3aea207-c2d8-41dc-b56b-c3a2bf25f4b0, 5.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 93f930ff-be8c-4b5c-bb07-931e3a3c60a8, 6.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 4e91b87a-118c-47ac-adbf-2f9f44ebd797, 6.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 90b98245-ce75-42f8-9c9b-8c31de8b033d, 7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, e5e9a46a-057f-4266-a0be-a7da527c9f61, 5.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, bff9ac30-4841-411f-b301-388d5e1b4633, 4.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 6d49e0f5-088e-4175-b9df-706b9b261a3d, 6.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 50bca022-48c0-417a-be29-4930742e1c79, 8.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, a3885f9d-6514-4299-a593-d34c3431e8d1, 8.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3526c70f-445d-4337-82b3-a1552e2f4aac, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 84a1c40b-601b-45d7-86e6-81986f86445b, 8.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 28bab7a2-d7dc-4696-baee-f334bf56a694, 6.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, f61a269a-dfd8-4fbf-831c-fe53f754b542, 3.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, cbd5d5ae-74c0-45de-9e98-aa57a7471bc1, 2.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 81057e17-62f1-4a16-930b-94504fc36fa9, 4.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, e93d0593-de7b-4ddd-afe7-ea6ac21bffff, 3.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 271ca20a-5ff1-49cd-a43d-1f52a5cbf2a0, 3.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 05ad9892-6ac5-44fe-8967-cfac64862dfe, 4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 36efc472-d58f-413e-a304-e59215033fe0, 2.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 7e96d84e-b563-492d-9a01-e201bb53cc3c, 8.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, da49c446-2b9e-4259-adeb-24f53048caa4, 2.9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3afebb25-7846-415c-86df-c82332192af9, 6.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, cd864ad7-ebb0-4b50-92ca-170258698739, 2.6
cff97a8b-7dc7-4bba-902a-907ce5ccc152, c9de839e-a667-4d80-a8fe-45f10f9afcd7, 2.2
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 7dfb6d3e-76b7-4757-bfd8-94bf789cbaad, 2.8
cff97a8b-7dc7-4bba-902a-907ce5ccc152, dd6ceca0-c2dc-4a0a-ba37-bb71e153be87, 5.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 661f64b1-f48d-437c-8cb2-26bd48f5d49c, 7.5
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 23314fff-2545-4d72-b7a9-291b5ed48994, 7.7
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 3284ff47-ffb6-4727-a399-f7f4e919385c, 7.4
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 4e79c5e1-aed0-44be-b4bb-506627af0468, 9
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 1fea479c-3bd2-42f6-8325-7100683759d4, 8.1
cff97a8b-7dc7-4bba-902a-907ce5ccc152, e4450ceb-7d30-46a3-9c4f-6ad21a04ae87, 5.3
cff97a8b-7dc7-4bba-902a-907ce5ccc152, 34e1afee-0ba6-4f3b-9eda-fc2d29f11192, 9.5
